title,director,year,country,genres,image,synopsis,mubi_url,film_id
Hamnet,Chloé Zhao,2025,"United Kingdom, United States","Drama, Romance, Fantasy",https://assets.mubicdn.net/images/film/375425/image-w448.jpg,"In 16th-century England, Agnes, deeply attuned to the natural world, and Will defy expectations to build a life together. When the loss of their child shatters the family, sorrow strains their bond, as Will retreats into his work, transforming mourning into the tragedy Hamlet.",https://mubi.com/en/films/hamnet,375425
Hanging on the Same Rope,Barış Demirdelen,2024,Turkey,Drama,https://assets.mubicdn.net/images/film/396755/image-w448.jpg,"An unexpected guest, severed family ties, friendships on the verge of ending. Before they completely drift apart; Ali, Büşra, Efe, and Güray find themselves in a spiral of loneliness at the collapse point of their personal lives.",https://mubi.com/en/films/hanging-on-the-same-rope,396755
Hannah Arendt,Margarethe von Trotta,2012,"Germany, France","Drama, History",https://assets.mubicdn.net/images/film/99723/image-w448.jpg,"Hannah Arendt is a portrait of the genius that shook the world with her discovery of “the banality of evil.” After she attends the Nazi Adolf Eichmann’s trial in Jerusalem, Arendt dares to write about the Holocaust in terms no one has ever heard before…",https://mubi.com/en/films/hannah-arendt,99723
Hannah Takes the Stairs,Joe Swanberg,2007,United States,"Drama, Comedy, Romance",https://assets.mubicdn.net/images/film/7907/image-w448.jpg,"Over the course of one hot post-graduate summer, Hannah falls precariously in and out of love. A breaker of hearts and chronically dissatisfied, she finds herself drifting away from her newly unemployed boyfriend and drawn to two of her co-workers, Matt and Paul.",https://mubi.com/en/films/hannah-takes-the-stairs,7907
Hao Are You,Dieu Hao Do,2023,Germany,Documentary,https://assets.mubicdn.net/images/film/367078/image-w448.jpg,"The American War in Vietnam scattered them across three continents. Nearly 50 years after their escape, contact between the seven family members has all but broken down. Director Dieu Hao Do travels to Vietnam, Hong Kong, California, and Germany to reconnect with his estranged clan.",https://mubi.com/en/films/hao-are-you,367078
Happer's Comet,Tyler Taormina,2022,United States,Drama,https://assets.mubicdn.net/images/film/333400/image-w448.jpg,It is the middle of the night in a small town in suburban America. But night is not always for sleeping. A camera peers into the late-night happenings of various residents and witnesses a number of them quietly escape into the dark… on rollerblades.,https://mubi.com/en/films/happer-s-comet,333400
"Happy Birthday, Mr. Mograbi",Avi Mograbi,1999,"Israel, France","Documentary, Drama",https://assets.mubicdn.net/images/film/38506/image-w448.jpg,"With sardonic humor, filmmaker Avi Mograbi takes stock of his personal situation and that of his country, as Israel marks its 50th anniversary.",https://mubi.com/en/films/happy-birthday-mr-mograbi,38506
Happy Together,Wong Kar Wai,1997,Hong Kong,"Drama, Romance, LGBTQ+",https://assets.mubicdn.net/images/film/337/image-w448.jpg,"Lai and his lover Ho go on a trip to Buenos Aires from Hong Kong. Their torrid relationship lives out among lusty tango bars and the salsa music of La Boca sidewalks. But tensions grow between the two lovers, as they find themselves far from home with their lives drifting in opposite directions.",https://mubi.com/en/films/happy-together,337
Hara-kiri: Death of a Samurai,Takashi Miike,2011,"Japan, United Kingdom","Action, Drama",https://assets.mubicdn.net/images/film/43723/image-w448.jpg,"Poverty-stricken samurai Hanshiro is seeking an honorable end. He requests to commit hara-kiri in a feudal lord’s courtyard. Trying to dismiss his wish, the lord recounts a similar plea from a young samurai years ago. But soon he will realize that Hanshiro’s request is different from what it seems.",https://mubi.com/en/films/hara-kiri-death-of-a-samurai,43723
Hard Boiled,John Woo,1992,Hong Kong,"Action, Crime, Drama",https://assets.mubicdn.net/images/film/523/image-w448.jpg,"When his partner is killed by gangsters, a tough investigator must team up with an undercover cop to seek revenge for his slain partner and bring a dangerous crime syndicate to justice.",https://mubi.com/en/films/hard-boiled,523
Hard Truths,Mike Leigh,2024,United Kingdom,Drama,https://assets.mubicdn.net/images/film/400475/image-w448.jpg,"Pansy is a woman wracked by fear, burdened by afflictions, and prone to explosive tirades against her family and anyone in her path. Her constant criticism isolates her, except from her cheerful sister Chantal, who remains sympathetic.",https://mubi.com/en/films/hard-truths,400475
Hardcore,Paul Schrader,1979,United States,"Drama, Crime",https://assets.mubicdn.net/images/film/15679/image-w448.jpg,"A Midwestern businessman is simmering with rage against the world when his daughter runs away to California to become a porn performer. His journey after her takes him into the seediest circles of the sex trade, exposing him to a series of shocks to his conservatism.",https://mubi.com/en/films/hardcore,15679
Harem Suare,Ferzan Özpetek,1999,"France, Italy","Drama, History",https://assets.mubicdn.net/images/film/3854/image-w448.jpg,"As the Ottoman Empire comes to an end, an old servant spins a tale to keep the women in the Sultan’s harem distracted. The story is about Safiye, who first becomes the Sultan’s favorite concubine, and later the official wife.",https://mubi.com/en/films/harem-suare,3854
Harmonica,Amir Naderi,1974,Iran,Drama,https://assets.mubicdn.net/images/film/36724/image-w448.jpg,"In the sun-soaked south of Iran, a young boy receives a gleaming Japanese harmonica from abroad. Enchanted by the object, his friends become increasingly fixated, sparking rivalries and quiet power struggles as they vie for the fleeting chance to hold it—or play a single note.",https://mubi.com/en/films/harmonica,36724
Harmonium,Koji Fukada,2016,"Japan, France",Drama,https://assets.mubicdn.net/images/film/153011/image-w448.jpg,"Toshio’s ordinary life takes an ominous turn when Yasaka, an old acquaintance, is released from prison and in need of help. Toshio gives him a job and takes him in to live with his family. He soon regrets this decision, as Yasaka gradually disrupts the family before causing irreparable damage.",https://mubi.com/en/films/harmonium,153011
Harvest,Athina Rachel Tsangari,2024,"United Kingdom, Germany",Drama,https://assets.mubicdn.net/images/film/400471/image-w448.jpg,"Over seven hallucinatory days, a village with no name, in an undefined time and place, disappears. Townsman-turned-farmer Walter Thirsk and befuddled lord of the manor Charles Kent are childhood friends about to face an invasion from the outside world: the trauma of modernity.",https://mubi.com/en/films/harvest,400471
Harvest of Light,Esin Özalp Öztürk,2024,Turkey,Documentary,https://assets.mubicdn.net/images/film/441515/image-w448.jpg,"Turkish capital Ankara’s district Evren is home to a community of seasonal workers. The workers, who come with their families to harvest onions, try coping with various difficulties while holding on to life.",https://mubi.com/en/films/harvest-of-light,441515
Harvesting the Wasteland,"Karoline Grindaker, Hilde K. Kjøs",2008,Norway,Documentary,https://assets.mubicdn.net/images/film/114570/image-w448.jpg,"Harvesting the Wasteland follows the complicated relationship between two women. One of them finds happiness in tradition, while the other finds hers in breaking with it.",https://mubi.com/en/films/harvesting-the-wasteland,114570
Hatching,Hanna Bergholm,2022,"Finland, Sweden",Horror,https://assets.mubicdn.net/images/film/305271/image-w448.jpg,"12-year-old gymnast Tinja is desperate to please her demanding mother. Her mother runs a popular blog where she obsessively shows the world how perfect her family is. When Tinja discovers a strange egg, she takes it home to keep it warm. But when the egg hatches, a shocking discovery follows.",https://mubi.com/en/films/hatching,305271
The Memory of the 16th March,"Enis Rıza, Ebru Şeremetli",2014,Turkey,Documentary,https://assets.mubicdn.net/images/film/377095/image-w448.jpg,"On March 16, 1978, a bomb attack resulted in the deaths of seven left-wing students and injured 41 others in front of the Faculty of Pharmacy at Istanbul University. Those responsible for the massacre remained unpunished.",https://mubi.com/en/films/hatirlamak-on-alti-mart,377095
Have a Nice Day,Liu Jian,2017,China,"Animation, Crime, Comedy",https://assets.mubicdn.net/images/film/164464/image-w448.jpg,"A hard rain is about to fall on a small town in Southern China. In a desperate attempt to find money to save his fiancée’s failed plastic surgery, Xiao Zhang, a mere driver, steals a bag containing 1 million from his boss. News of the robbery spreads fast, and everyone starts looking for Xiao Zhang.",https://mubi.com/en/films/have-a-nice-day,164464
The Hawks and the Sparrows,Pier Paolo Pasolini,1966,Italy,"Comedy, Fantasy, Drama",https://assets.mubicdn.net/images/film/2204/image-w448.jpg,"An old man and his son are walking along the road when they suddenly meet a speaking crow, which represents Marxist beliefs. They are soon moved back 750 years in time, changed into monks and sent by St. Francis to convert the hawks and the sparrows to Christianity.",https://mubi.com/en/films/hawks-and-sparrows,2204
"My Dreams, My Love and You",Atıf Yılmaz,1987,Turkey,"Drama, Romance",https://assets.mubicdn.net/images/film/91517/image-w448.jpg,"Orphaned Coşkun has been in love with famous actress Derya Altınay all his life. His sole purpose is to meet her and write a film script for her. Obsessed, he believes he lives with the two characters she portrayed in her old movies.",https://mubi.com/en/films/hayallerim-askim-ve-sen,91517
Haze,Tayfun Pirselimoğlu,2009,"Turkey, Greece",Drama,https://assets.mubicdn.net/images/film/40566/image-w448.jpg,"Reşat works at a pirate DVD shop, and adds excitement to his life with petty theft. The film turns into a thriller when the shadowy Celal, a friend of Reşat’s boss, gets shot just after he leaves a package in the shop and Reşat has to make sense of the photo and the gun it contains.",https://mubi.com/en/films/haze-2010,40566
